,tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers,name
829,Nemestrinidae_N_gen_sp_Nemestrinidae_N,,Nemestrinidae,,,,,,Nemestrinidae
830,Acrocera_bulla_Acroceridae_N,,Acroceridae,,,Acrocera,bulla,,Acrocera bulla
831,sphaerops_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,sphaerops,,SLW_2002,Sphaerops
832,Acrocera_orbicula_Acroceridae_N,,Acroceridae,,,Acrocera,orbicula,,Acrocera orbicula
833,Acrocera_sp_SLW_2002a_Acroceridae_N,,Acroceridae,,,Acrocera,,SLW_2002a,Acrocera
834,Acrocera_sp_SLW_2002b_Acroceridae_N,,Acroceridae,,,Acrocera,,SLW_2002b,Acrocera
835,Helle_longirostris_Acroceridae_N,,Acroceridae,,,Helle,longirostris,,Helle longirostris
836,Acroceridae_N_sp_New_Caledonia_Acroceridae_N,,Acroceridae,,,,,New_Caledonia,Acroceridae
837,Parahelle_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Parahelle,,SLW_2002,Parahelle
838,Thyllis_philopotoides_Acroceridae_N,,Acroceridae,,,Thyllis,philopotoides,,Thyllis philopotoides
839,Thyllis_splendens_Acroceridae_N,,Acroceridae,,,Thyllis,splendens,,Thyllis splendens
840,Thyllis_crassa_Acroceridae_N,,Acroceridae,,,Thyllis,crassa,,Thyllis crassa
841,Thyllis_sp_SLW_2002a_Acroceridae_N,,Acroceridae,,,Thyllis,,SLW_2002a,Thyllis
842,Terphis_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Terphis,,SLW_2002,Terphis
843,Philopota_sp_SLW_2002b_Acroceridae_N,,Acroceridae,,,Philopota,,SLW_2002b,Philopota
844,Megalybus_nr__pictus_SLW_2002_Acroceridae_N,,Acroceridae,,,Megalybus,,nr__pictus_SLW_2002,Megalybus
845,Holops_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Holops,,SLW_2002,Holops
846,Ogcodes_leptisoma_Acroceridae_N,,Acroceridae,,,Ogcodes,leptisoma,,Ogcodes leptisoma
847,Ogcodes_sp_LRC_2002_Acroceridae_N,,Acroceridae,,,Ogcodes,,LRC_2002,Ogcodes
848,Ogcodes_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Ogcodes,,SLW_2002,Ogcodes
849,Ogcodes_basalis_Acroceridae_N,,Acroceridae,,,Ogcodes,basalis,,Ogcodes basalis
850,Ogcodes_canadensis_Acroceridae_N,,Acroceridae,,,Ogcodes,canadensis,,Ogcodes canadensis
851,Ogcodes_fumatus_Acroceridae_N,,Acroceridae,,,Ogcodes,fumatus,,Ogcodes fumatus
852,Psilodera_affinis_Acroceridae_N,,Acroceridae,,,Psilodera,affinis,,Psilodera affinis
853,Pterodontia_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Pterodontia,,SLW_2002,Pterodontia
854,Ocnaea_sp_SLW_2002c_Acroceridae_N,,Acroceridae,,,Ocnaea,,SLW_2002c,Ocnaea
855,Ocnaea_sp_SLW_2002b_Acroceridae_N,,Acroceridae,,,Ocnaea,,SLW_2002b,Ocnaea
856,Ocnaea_sp_SLW_2002a_Acroceridae_N,,Acroceridae,,,Ocnaea,,SLW_2002a,Ocnaea
857,Archipialea_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Archipialea,,SLW_2002,Archipialea
858,Arrhynchus_penai_Acroceridae_N,,Acroceridae,,,Arrhynchus,penai,,Arrhynchus penai
859,Arrhynchus_nr_vittatus_SLW_200_Acroceridae_N2,,Acroceridae,,,Arrhynchus,,nr_vittatus_SLW_200,Arrhynchus
860,Apsona_muscaria_Acroceridae_N,,Acroceridae,,,Apsona,muscaria,,Apsona muscaria
861,Astomella_sp_SLW2002_Acroceridae_N,,Acroceridae,,,Astomella,,SLW2002,Astomella
862,Eulonchus_sp_SLW2002c_Acroceridae_N,,Acroceridae,,,Eulonchus,,SLW2002c,Eulonchus
863,Eulonchus_marialiciae_Acroceridae_N,,Acroceridae,,,Eulonchus,marialiciae,,Eulonchus marialiciae
864,Eulonchus_smaragdinus_Acroceridae_N,,Acroceridae,,,Eulonchus,smaragdinus,,Eulonchus smaragdinus
865,Lasia_sp_SLW_2002c_Acroceridae_N,,Acroceridae,,,Lasia,,SLW_2002c,Lasia
866,Lasia_sp_SLW_2002a_Acroceridae_N,,Acroceridae,,,Lasia,,SLW_2002a,Lasia
867,Lasia_sp_SLW_2002d_Acroceridae_N,,Acroceridae,,,Lasia,,SLW_2002d,Lasia
868,Lasia_carbonanicus_Acroceridae_N,,Acroceridae,,,Lasia,carbonanicus,,Lasia carbonanicus
869,Turbopsebius_sp_SLW_2006_Acroceridae_N,,Acroceridae,,,Turbopsebius,,SLW_2006,Turbopsebius
870,Paracyrtus_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Paracyrtus,,SLW_2002,Paracyrtus
871,Turbopsebius_diligens_Acroceridae_N,,Acroceridae,,,Turbopsebius,diligens,,Turbopsebius diligens
872,Turbopsebius_sp_SLW_2002_Acroceridae_N,,Acroceridae,,,Turbopsebius,,SLW_2002,Turbopsebius
873,Bolbomyia_nana_Bolbomyiidae_T,,Bolbomyiidae,,,Bolbomyia,nana,,Bolbomyia nana
874,Rhagio_mystaceus_Rhagionidae_T,,Rhagionidae,,,Rhagio,mystaceus,,Rhagio mystaceus
875,Rhagio_hirtus_Rhagionidae_T,,Rhagionidae,,,Rhagio,hirtus,,Rhagio hirtus
876,Vermilio_opacus_Vermileonidae_V,,Vermileonidae,,,Vermilio,opacus,,Vermilio opacus
877,Vermileo_opacus_Vermileonidae_V,,Vermileonidae,,,Vermileo,opacus,,Vermileo opacus
878,Leptynoma_hessei_Vermileonidae_V,,Vermileonidae,,,Leptynoma,hessei,,Leptynoma hessei
879,Vermileo_sp_PHK_2006_Vermileonidae_V,,Vermileonidae,,,Vermileo,,PHK_2006,Vermileo
880,Atherimorpha_nemoralis_Rhagionidae_T,,Rhagionidae,,,Atherimorpha,nemoralis,,Atherimorpha nemoralis
881,Atherimorpha_atrifemur_Rhagionidae_T,,Rhagionidae,,,Atherimorpha,atrifemur,,Atherimorpha atrifemur
882,Atherimorpha_sp_3_PHK_Rhagionidae_T,,Rhagionidae,,,Atherimorpha,,3_PHK,Atherimorpha
883,Atherimorpha_sp_2_PHK_Rhagionidae_T,,Rhagionidae,,,Atherimorpha,,2_PHK,Atherimorpha
884,Atherimorpha_vernalis_Rhagionidae_T,,Rhagionidae,,,Atherimorpha,vernalis,,Atherimorpha vernalis
885,Arthroteles_cinerea_Rhagionidae_T,,Rhagionidae,,,Arthroteles,cinerea,,Arthroteles cinerea
886,Austroleptis_rhyphoides_Austroleptidae_T,,Austroleptidae,,,Austroleptis,rhyphoides,,Austroleptis rhyphoides
887,Austroleptis_collessi_Austroleptidae_T,,Austroleptidae,,,Austroleptis,collessi,,Austroleptis collessi
888,Austroleptis_multimaculatus_Austroleptidae_T,,Austroleptidae,,,Austroleptis,multimaculatus,,Austroleptis multimaculatus
889,Ptiolina_fasciata_Rhagionidae_T,,Rhagionidae,,,Ptiolina,fasciata,,Ptiolina fasciata
890,Arthroceras_fulvicorne_Rhagionidae_T,,Rhagionidae,,,Arthroceras,fulvicorne,,Arthroceras fulvicorne
891,Chrysopilus_sp_3_PHK_2006_Rhagionidae_T,,Rhagionidae,,,Chrysopilus,,3_PHK_2006,Chrysopilus
892,Chrysopilus_sp_2_PHK_2006_Rhagionidae_T,,Rhagionidae,,,Chrysopilus,,2_PHK_2006,Chrysopilus
893,Chrysopilus_rhagiodes_Rhagionidae_T,,Rhagionidae,,,Chrysopilus,rhagiodes,,Chrysopilus rhagiodes
894,Chrysopilus_quadratus_Rhagionidae_T,,Rhagionidae,,,Chrysopilus,quadratus,,Chrysopilus quadratus
895,Ptiolina_sp_PHK_2011_Rhagionidae_T,,Rhagionidae,,,Ptiolina,,PHK_2011,Ptiolina
896,Symphoromyia_sp_PHK_2006_Rhagionidae_T,,Rhagionidae,,,Symphoromyia,,PHK_2006,Symphoromyia
897,Symphoromyia_hirta_Rhagionidae_T,,Rhagionidae,,,Symphoromyia,hirta,,Symphoromyia hirta
898,Symphoromyia_sp_SLB_2003_Rhagionidae_T,,Rhagionidae,,,Symphoromyia,,SLB_2003,Symphoromyia
899,spaniopsis_clelandi_Rhagionidae_T,,Rhagionidae,,,spaniopsis,clelandi,,spaniopsis clelandi
900,spaniopsis_longicornis_Rhagionidae_T,,Rhagionidae,,,spaniopsis,longicornis,,spaniopsis longicornis
901,Lilaea_Lilaea_fuliginosa_Tabanidae_T,,Tabanidae,,,Lilaea,fuliginosa,,Lilaea fuliginosa
902,Adersia_oestroides_Tabanidae_T,,Tabanidae,,,Adersia,oestroides,,Adersia oestroides
903,Silvius_Silvius_gigantulus_Tabanidae_T,,Tabanidae,,,Silvius,gigantulus,,Silvius gigantulus
904,Silvius_Silvius_variegatus_Tabanidae_T,,Tabanidae,,,Silvius,variegatus,,Silvius variegatus
905,Silvius_Griseosilvius_quadrivi_Tabanidae_Tttatus,,Tabanidae,,,Silvius,quadrivittatus,,Silvius quadrivittatus
906,Chrysops_madagascariensis_Tabanidae_T,,Tabanidae,,,Chrysops,madagascariensis,,Chrysops madagascariensis
907,Chrysops_dispar_Tabanidae_T,,Tabanidae,,,Chrysops,dispar,,Chrysops dispar
908,Chrysops_caecutiens_Tabanidae_T,,Tabanidae,,,Chrysops,caecutiens,,Chrysops caecutiens
909,Chrysops_flavidus_Tabanidae_T,,Tabanidae,,,Chrysops,flavidus,,Chrysops flavidus
910,Chrysops_viduatus_Tabanidae_T,,Tabanidae,,,Chrysops,viduatus,,Chrysops viduatus
911,Chrysopilus_thoracicus_Rhagionidae_T,,Rhagionidae,,,Chrysopilus,thoracicus,,Chrysopilus thoracicus
912,Chrysops_carbonarius_Tabanidae_T,,Tabanidae,,,Chrysops,carbonarius,,Chrysops carbonarius
913,Chrysops_vittatus_Tabanidae_T,,Tabanidae,,,Chrysops,vittatus,,Chrysops vittatus
914,Chrysops_upsilon_Tabanidae_T,,Tabanidae,,,Chrysops,upsilon,,Chrysops upsilon
915,Chrysops_sp_20_bighindtibia_Tabanidae_T,,Tabanidae,,,Chrysops,,20_bighindtibia,Chrysops
916,Chrysops_coquilletti_Tabanidae_T,,Tabanidae,,,Chrysops,coquilletti,,Chrysops coquilletti
917,Rhigioglossa_edentula_Tabanidae_T,,Tabanidae,,,Rhigioglossa,edentula,,Rhigioglossa edentula
918,Rhigioglossa_sp_2_RSA_Tabanidae_T,,Tabanidae,,,Rhigioglossa,,2_RSA,Rhigioglossa
919,Aegophagamyia_Triclida_sp_1_n_Tabanidae_Tr_brunnea,,Tabanidae,,,Aegophagamyia,brunnea,1_n,Aegophagamyia brunnea
920,Aegophagamyia_Triclida_variega_Tabanidae_Tta,,Tabanidae,,,Aegophagamyia,variegata,,Aegophagamyia variegata
921,Thaumastocera_akwa_Tabanidae_T,,Tabanidae,,,Thaumastocera,akwa,,Thaumastocera akwa
922,Orgizomyia_zigzag_Tabanidae_T,,Tabanidae,,,Orgizomyia,zigzag,,Orgizomyia zigzag
923,Tabanocella_Tabanocella_sp_3_Tabanidae_T,,Tabanidae,,,Tabanocella_Tabanocella,,3,Tabanocella
924,Tabanocella_Tabanocella_dentic_Tabanidae_Tornis,,Tabanidae,,,Tabanocella_Tabanocella,denticornis,,Tabanocella denticornis
925,Agelanius_lanei_Tabanidae_T,,Tabanidae,,,Agelanius,lanei,,Agelanius lanei
926,Limata_sp_2_MEI_was_Limata_or_Tabanidae_T_Amanella,,Tabanidae,,,Limata,,2_MEI_was_Limata_or,Limata
927,Limata_sp_1_SIM_was_Diachlori_Tabanidae_Tni_sp_RSA,,Tabanidae,,,Limata,,1_SIM_was_Diachlori,Limata
928,Cydistomyia_victoriensis_Tabanidae_T,,Tabanidae,,,Cydistomyia,victoriensis,,Cydistomyia victoriensis
929,Dasybasis_Protodasyommia_trans_Tabanidae_Tversa_sp_2,,Tabanidae,,,Dasybasis_Protodasyommia,,trans,Dasybasis_Protodasyommia
930,Dasybasis_gentilis_Tabanidae_T,,Tabanidae,,,Dasybasis,gentilis,,Dasybasis gentilis
931,Dasybasis_neobasalis_Tabanidae_T,,Tabanidae,,,Dasybasis,neobasalis,,Dasybasis neobasalis
932,Dasybasis_sp_11_Tabanidae_T,,Tabanidae,,,Dasybasis,,11,Dasybasis
933,Dasybasis_Protodasyommia_batra_Tabanidae_Tnkii_sp_1,,Tabanidae,,,Dasybasis_Protodasyommia,,batra,Dasybasis batra
934,Stenotabanus_Stenotabanus_sp__Tabanidae_T1,,Tabanidae,,,Stenotabanus_Stenotabanus,,,Stenotabanus
935,Catachlorops_Psalidia_fulmineu_Tabanidae_Ts,,Tabanidae,,,Catachlorops_Psalidia,fulmineus,,Catachlorops fulmineus
936,Dichelacera_regina_Tabanidae_T,,Tabanidae,,,Dichelacera,regina,,Dichelacera regina
937,Acanthocera_sp_1_Tabanidae_T,,Tabanidae,,,Acanthocera,,1,Acanthocera
938,Dasychela_Triceratomyia_macint_Tabanidae_Tyrei,,Tabanidae,,,Dasychela,macintyrei,,Dasychela macintyrei
939,Philipotabanus_stigmaticalis_Tabanidae_T,,Tabanidae,,,Philipotabanus,stigmaticalis,,Philipotabanus stigmaticalis
940,Philipotabanus_pterographicus_Tabanidae_T,,Tabanidae,,,Philipotabanus,pterographicus,,Philipotabanus pterographicus
941,Dicladocera_macula_nr_Tabanidae_T,,Tabanidae,,,Dicladocera,,macula_nr,Dicladocera
942,Stypommisa_sp_4_Tabanidae_T,,Tabanidae,,,Stypommisa,,4,Stypommisa
943,Stypommisa_captiroptera_sp_2__Tabanidae_TFRGY,,Tabanidae,,,Stypommisa,captiroptera,2,Stypommisa captiroptera
944,Chlorotabanus_inanis_Tabanidae_T,,Tabanidae,,,Chlorotabanus,inanis,,Chlorotabanus inanis
945,Dasybasis_sp_3_Tabanidae_T,,Tabanidae,,,Dasybasis,,3,Dasybasis
946,Diachlorus_nr_curvipes_sp_2_Tabanidae_T,,Tabanidae,,,Diachlorus,,2,Diachlorus
947,Hybomitra_rhombica_Tabanidae_T,,Tabanidae,,,Hybomitra,rhombica,,Hybomitra rhombica
948,Hybomitra_cincta_Tabanidae_T,,Tabanidae,,,Hybomitra,cincta,,Hybomitra cincta
949,Hybomitra_epistates_Tabanidae_T,,Tabanidae,,,Hybomitra,epistates,,Hybomitra epistates
950,Hybomitra_illota_Tabanidae_T,,Tabanidae,,,Hybomitra,illota,,Hybomitra illota
951,Hybomitra_bimaculata_Tabanidae_T,,Tabanidae,,,Hybomitra,bimaculata,,Hybomitra bimaculata
952,Poeciloderas_quadripunctatus_Tabanidae_T,,Tabanidae,,,Poeciloderas,quadripunctatus,,Poeciloderas quadripunctatus
953,Tabanus_abdominalis_Tabanidae_T,,Tabanidae,,,Tabanus,abdominalis,,Tabanus abdominalis
954,Tabanus_superjumentarius_Tabanidae_T,,Tabanidae,,,Tabanus,superjumentarius,,Tabanus superjumentarius
955,Tabanus_oknos_Tabanidae_T,,Tabanidae,,,Tabanus,oknos,,Tabanus oknos
956,Tabanus_nigrotectus_Tabanidae_T,,Tabanidae,,,Tabanus,nigrotectus,,Tabanus nigrotectus
957,Tabanus_biguttatus_Tabanidae_T,,Tabanidae,,,Tabanus,biguttatus,,Tabanus biguttatus
958,Hippocentrum_versicolor_Tabanidae_T,,Tabanidae,,,Hippocentrum,versicolor,,Hippocentrum versicolor
959,Haematopota_pluvialis___Tabanidae_T,,Tabanidae,,,Haematopota,pluvialis,,Haematopota pluvialis
960,Haematopota_sp_SIM_Tabanidae_T,,Tabanidae,,,Haematopota,,SIM,Haematopota
961,Haematopota_sp_RSA_2000_Tabanidae_T,,Tabanidae,,,Haematopota,,RSA_2000,Haematopota
962,Haematopota_howarthi_Tabanidae_T,,Tabanidae,,,Haematopota,howarthi,,Haematopota howarthi
963,Haematopota_latifascia_Tabanidae_T,,Tabanidae,,,Haematopota,latifascia,,Haematopota latifascia
964,Haematopota_personata_Tabanidae_T,,Tabanidae,,,Haematopota,personata,,Haematopota personata
965,Tabanus_maculicornis_Tabanidae_T,,Tabanidae,,,Tabanus,maculicornis,,Tabanus maculicornis
966,Ancala_fasciata_Tabanidae_T,,Tabanidae,,,Ancala,fasciata,,Ancala fasciata
967,Ancala_africana_Tabanidae_T,,Tabanidae,,,Ancala,africana,,Ancala africana
968,Tabanus_leucostomus_Tabanidae_T,,Tabanidae,,,Tabanus,leucostomus,,Tabanus leucostomus
969,Tabanus_caduceus_Tabanidae_T,,Tabanidae,,,Tabanus,caduceus,,Tabanus caduceus
970,Tabanus_sp_Tabanidae_T_voucher_BDL149,,Tabanidae,,,Tabanus,,voucher_BDL149,Tabanus
971,Tabanus_birmanicus_Tabanidae_T,,Tabanidae,,,Tabanus,birmanicus,,Tabanus birmanicus
972,Tabanus_hirtitibia_or_discus_Tabanidae_T,,Tabanidae,,,Tabanus,,hirtitibia_or_discus,Tabanus
973,Tabanus_aegrotus_Tabanidae_T,,Tabanidae,,,Tabanus,aegrotus,,Tabanus aegrotus
974,Tabanus_atratus_Tabanidae_T?,,Tabanidae,,,Tabanus,atratus,,Tabanus atratus
975,Tabanus_sulcifrons_Tabanidae_T,,Tabanidae,,,Tabanus,sulcifrons,,Tabanus sulcifrons
976,Tabanus_rufofrater_Tabanidae_T,,Tabanidae,,,Tabanus,rufofrater,,Tabanus rufofrater
977,Tabanus_pellucidus_sp_15_Tabanidae_T,,Tabanidae,,,Tabanus,pellucidus,15,Tabanus pellucidus
978,Phibalomyia_carteri_Tabanidae_T,,Tabanidae,,,Phibalomyia,carteri,,Phibalomyia carteri
979,Philoliche_quinquemaculata_Tabanidae_T,,Tabanidae,,,Philoliche,quinquemaculata,,Philoliche quinquemaculata
980,Philoliche_Returneria_alternan_Tabanidae_Ts,,Tabanidae,,,Philoliche,Returneria_alternan,Ts,Philoliche alternans
981,Philoliche_Buplex_basalis_Tabanidae_T,,Tabanidae,,,Philoliche,Buplex_basalis,T,Philoliche basalis
982,Philoliche_subfascia_Tabanidae_T,,Tabanidae,,,Philoliche,subfascia,T,Philoliche subfascia
983,Philoliche_bukamensis_Tabanidae_T,,Tabanidae,,,Philoliche,bukamensis,T,Philoliche bukamensis
984,Philoliche_sp_SIM1123_Tabanidae_T,,Tabanidae,,,Philoliche,,SIM1123,Philoliche
985,Philoliche_bivirgulata_Tabanidae_T,,Tabanidae,,,Philoliche,bivirgulata,T,Philoliche bivirgulata
986,Philoliche_andrenoides_Tabanidae_T,,Tabanidae,,,Philoliche,andrenoides,T,Philoliche andrenoides
987,Philoliche_Philoliche_aethiopi_Tabanidae_Tca,,Tabanidae,,,Philoliche,aethiopica,T,Philoliche aethiopica
988,Philoliche_elegans_Tabanidae_T,,Tabanidae,,,Philoliche,elegans,T,Philoliche elegans
989,Philoliche_rondani_Tabanidae_T,,Tabanidae,,,Philoliche,rondani,T,Philoliche rondani
990,Philoliche_rubiginosa_Tabanidae_T,,Tabanidae,,,Philoliche,rubiginosa,T,Philoliche rubiginosa
991,Philoliche_umbratipennis_Tabanidae_T,,Tabanidae,,,Philoliche,umbratipennis,T,Philoliche umbratipennis
992,Philoliche_gravoti_Tabanidae_T,,Tabanidae,,,Philoliche,gravoti,T,Philoliche gravoti
993,Philoliche_Philoliche_rostrata_Tabanidae_T,,Tabanidae,,,Philoliche,rostrata,T,Philoliche rostrata
994,Philoliche_gulosa_Tabanidae_T,,Tabanidae,,,Philoliche,gulosa,T,Philoliche gulosa
995,Philoliche_atricornis_Tabanidae_T,,Tabanidae,,,Philoliche,atricornis,T,Philoliche atricornis
996,Philoliche_lateralis_Tabanidae_T,,Tabanidae,,,Philoliche,lateralis,T,Philoliche lateralis
997,Philoliche_angulata_Tabanidae_T,,Tabanidae,,,Philoliche,angulata,T,Philoliche angulata
998,Philoliche_compacta_Tabanidae_T,,Tabanidae,,,Philoliche,compacta,T,Philoliche compacta
999,Philoliche_spiloptera_Tabanidae_T,,Tabanidae,,,Philoliche,spiloptera,T,Philoliche spiloptera
1000,Goniops_chrysocoma_Tabanidae_T,,Tabanidae,,,Goniops,chrysocoma,T,Goniops chrysocoma
1001,Scaptia_Scaptia_guttata_Tabanidae_T,,Tabanidae,,,Scaptia,guttata,T,Scaptia guttata
1002,Triclista_singularis_Tabanidae_T,,Tabanidae,,,Triclista,singularis,T,Triclista singularis
1003,Lepmia_leucothorax_Tabanidae_T,,Tabanidae,,,Lepmia,leucothorax,T,Lepmia leucothorax
1004,Scione_brevistriga_Tabanidae_T,,Tabanidae,,,Scione,brevistriga,T,Scione brevistriga
1005,Scione_equatoriensis_Tabanidae_T,,Tabanidae,,,Scione,equatoriensis,T,Scione equatoriensis
1006,Scione_huancabambae_Tabanidae_T,,Tabanidae,,,Scione,huancabambae,T,Scione huancabambae
1007,Scione_fusca_Tabanidae_T,,Tabanidae,,,Scione,fusca,T,Scione fusca
1008,Scione_maculipennis_Tabanidae_T,,Tabanidae,,,Scione,maculipennis,T,Scione maculipennis
1009,Scione_rufipes_Tabanidae_T,,Tabanidae,,,Scione,rufipes,T,Scione rufipes
1010,Pseudoscione_vittata_Tabanidae_T,,Tabanidae,,,Pseudoscione,vittata,T,Pseudoscione vittata
1011,Pseudoscione_dorsoguttata_Tabanidae_T,,Tabanidae,,,Pseudoscione,dorsoguttata,T,Pseudoscione dorsoguttata
1012,Parosca_viridiventris_Tabanidae_T,,Tabanidae,,,Parosca,viridiventris,T,Parosca viridiventris
1013,Parosca_latipalpis_Tabanidae_T,,Tabanidae,,,Parosca,latipalpis,T,Parosca latipalpis
1014,Scaptia_auranticula_Tabanidae_T,,Tabanidae,,,Scaptia,auranticula,T,Scaptia auranticula
1015,Pityocera_Elaphella_cervus_Tabanidae_T,,Tabanidae,,,Pityocera,cervus,T,Pityocera cervus
1016,Fidena_Fidena_flavipennis_Tabanidae_T,,Tabanidae,,,Fidena,flavipennis,T,Fidena flavipennis
1017,Fidena_Fidena_sp_1_Tabanidae_T,,Tabanidae,,,Fidena,,1,Fidena
1018,Fidena_pallidula_Tabanidae_T,,Tabanidae,,,Fidena,pallidula,T,Fidena pallidula
1019,Fidena_rhinophora_Tabanidae_T,,Tabanidae,,,Fidena,rhinophora,T,Fidena rhinophora
1020,Scaptia_minuscula_Tabanidae_T,,Tabanidae,,,Scaptia,minuscula,T,Scaptia minuscula
1021,Scaptia_tricolor_Tabanidae_T,,Tabanidae,,,Scaptia,tricolor,T,Scaptia tricolor
1022,Scaptia_Scaptia_alpina_Tabanidae_T,,Tabanidae,,,Scaptia,alpina,T,Scaptia alpina
1023,Scaptia_aurata_Tabanidae_T,,Tabanidae,,,Scaptia,aurata,T,Scaptia aurata
1024,Scaptia_brevirostris_Tabanidae_T,,Tabanidae,,,Scaptia,brevirostris,T,Scaptia brevirostris
1025,Scaptia_nr_brevirostris_Tabanidae_T,,Tabanidae,,,Scaptia,,T,Scaptia
1026,Scaptia_sp_3_Tabanidae_T,,Tabanidae,,,Scaptia,,3,Scaptia
1027,Scaptia_jacksonii_Tabanidae_T,,Tabanidae,,,Scaptia,jacksonii,T,Scaptia jacksonii
1028,Scaptia_monticola_Tabanidae_T,,Tabanidae,,,Scaptia,monticola,T,Scaptia monticola
1029,Scaptia_fulgida_Tabanidae_T,,Tabanidae,,,Scaptia,fulgida,T,Scaptia fulgida
1030,Scaptia_abdominalis_Tabanidae_T,,Tabanidae,,,Scaptia,abdominalis,T,Scaptia abdominalis
1031,Scaptia_similis_Tabanidae_T,,Tabanidae,,,Scaptia,similis,T,Scaptia similis
1032,Scaptia_jacksoniensis_Tabanidae_T,,Tabanidae,,,Scaptia,jacksoniensis,T,Scaptia jacksoniensis
1033,Apocampta_subcana_Tabanidae_T,,Tabanidae,,,Apocampta,subcana,T,Apocampta subcana
1034,Osca_lata_BDL038_Tabanidae_T,,Tabanidae,,,Osca,lata,BDL038,Osca lata
1035,Plinthina_nigripuncta_Tabanidae_T,,Tabanidae,,,Plinthina,nigripuncta,T,Plinthina nigripuncta
1036,Plinthina_arnhemensis_Tabanidae_T,,Tabanidae,,,Plinthina,arnhemensis,T,Plinthina arnhemensis
1037,Plinthina_subcinerea_Tabanidae_T,,Tabanidae,,,Plinthina,subcinerea,T,Plinthina subcinerea
1038,Plinthina_binotata_Tabanidae_T,,Tabanidae,,,Plinthina,binotata,T,Plinthina binotata
1039,Myioscaptia_calliphora_Tabanidae_T,,Tabanidae,,,Myioscaptia,calliphora,T,Myioscaptia calliphora
1040,Myioscaptia_inopinata_Tabanidae_T,,Tabanidae,,,Myioscaptia,inopinata,T,Myioscaptia inopinata
1041,Myioscaptia_violacea_Tabanidae_T,,Tabanidae,,,Myioscaptia,violacea,T,Myioscaptia violacea
1042,Copidapha_regisgeorgii_Tabanidae_T,,Tabanidae,,,Copidapha,regisgeorgii,T,Copidapha regisgeorgii
1043,Copidapha_clavata_Tabanidae_T,,Tabanidae,,,Copidapha,clavata,T,Copidapha clavata
1044,Copidapha_maculiventris_Tabanidae_T,,Tabanidae,,,Copidapha,maculiventris,T,Copidapha maculiventris
1045,Copidapha_neoconcolor_Tabanidae_T,,Tabanidae,,,Copidapha,neoconcolor,T,Copidapha neoconcolor
1046,Copidapha_roei_BDL033_Tabanidae_T,,Tabanidae,,,Copidapha,roei,BDL033,Copidapha roei
1047,Copidapha_lasiophthalma_BDL032_Tabanidae_T,,Tabanidae,,,Copidapha,lasiophthalma,BDL032,Copidapha lasiophthalma
1048,Scaptia_Pseudoscione_neoconcol_Tabanidae_Tor_was_sp_4_AUS,,Tabanidae,,,Scaptia,neoconcolor,Tor_was_sp_4_AUS,Scaptia neoconcolor
1049,Copidapha_quadrimacula_Tabanidae_T,,Tabanidae,,,Copidapha,quadrimacula,T,Copidapha quadrimacula
1050,Copidapha_aureohirta_Tabanidae_T,,Tabanidae,,,Copidapha,aureohirta,T,Copidapha aureohirta
1051,Copidapha_subcontigua_Tabanidae_T,,Tabanidae,,,Copidapha,subcontigua,T,Copidapha subcontigua
1052,Copidapha_xanthopilis_Tabanidae_T,,Tabanidae,,,Copidapha,xanthopilis,T,Copidapha xanthopilis
1053,Copidapha_bicolorata_Tabanidae_T,,Tabanidae,,,Copidapha,bicolorata,BDL_201,Copidapha bicolorata
1054,Copidapha_aff__georgii_BDL_201_Tabanidae_T3,,Tabanidae,,,Copidapha,georgii,T3,Copidapha georgii
1055,Copidapha_georgii_Tabanidae_T,,Tabanidae,,,Copidapha,georgii,T,Copidapha georgii
1056,Copidapha_guttipennis_Tabanidae_T,,Tabanidae,,,Copidapha,guttipennis,T,Copidapha guttipennis
1057,Copidapha_testaceomaculata_Tabanidae_T,,Tabanidae,,,Copidapha,testaceomaculata,T,Copidapha testaceomaculata
1058,Copidapha_occidentalis_Tabanidae_T,,Tabanidae,,,Copidapha,occidentalis,T,Copidapha occidentalis
1059,Osca_nr__lata_PEET1001_Tabanidae_T,,Tabanidae,,,Osca,,PEET1001,Osca
1060,Anzomyia_pegasus_Tabanidae_T,,Tabanidae,,,Anzomyia,pegasus,T,Anzomyia pegasus
1061,Scioniini_gen__NZ_sp_adrel_Tabanidae_T,,Tabanidae,Scioniini,,,,NZ_sp_adrel_T,Scioniini
1062,Scioniini_gen__NZ_sp_ricardoa_Tabanidae_Te,,Tabanidae,Scioniini,,,,NZ_sp_ricardoa_Te,Scioniini
1063,Scioniini_gen_NZ_sp_lerda_vou_Tabanidae_Tcher_BDL103,,Tabanidae,Scioniini,,,,NZ_sp_lerda_vou_BDL103,Scioniini
1064,Scioniini_gen__NZ_sp_milleri_Tabanidae_T,,Tabanidae,Scioniini,,,,NZ_sp_milleri_T,Scioniini
