tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers
Coloforia_grandiosa_Therevidae,,Therevidae,,,Coloforia,grandiosa,
Calophytus_nubilosa_Therevidae,,Therevidae,,,Calophytus,nubilosa,
Neodialineura_striatithorax_Therevidae,,Therevidae,,,Neodialineura,striatithorax,
Neodialineura_bifaria_Therevidae,,Therevidae,,,Neodialineura,bifaria,
Neodialineura_tinderry_Therevidae,,Therevidae,,,Neodialineura,tinderry,
Entesia_sp_Therevidae,,Therevidae,,,Entesia,,
Melanothereva_lugubris_Therevidae,,Therevidae,,,Melanothereva,lugubris,
Calophytus_matilei_Therevidae,,Therevidae,,,Calophytus,matilei,
Calophytus_chazeaui_Therevidae,,Therevidae,,,Calophytus,chazeaui,
Calophytus_webbi_Therevidae,,Therevidae,,,Calophytus,webbi,
Calophytus_sp_Therevidae,,Therevidae,,,Calophytus,,
Taenogerella_pelicanstercis_Therevidae,,Therevidae,,,Taenogerella,pelicanstercis,
Taenogera_longa_Therevidae,,Therevidae,,,Taenogera,longa,
Ectinorhynchus_sp5_SLW_Therevidae,,Therevidae,,,Ectinorhynchus,,5_SLW
Pyrromannia_superbus_Therevidae,,Therevidae,,,Pyrromannia,superbus,
Pyrromannia_actensis_Therevidae,,Therevidae,,,Pyrromannia,actensis,
Ectinorhynchus_sp_SLW_Therevidae,,Therevidae,,,Ectinorhynchus,,SLW
Pyrromannia_carnarvoni_Therevidae,,Therevidae,,,Pyrromannia,carnarvoni,
Ectinorhynchus_sp_narellea_Therevidae,,Therevidae,,,Ectinorhynchus,,narellea
Evansomyia_sp_Therevidae_1,,Therevidae,,,Evansomyia,,1
Evansomyia_sp_Therevidae_3,,Therevidae,,,Evansomyia,,3
Evansomyia_sp_Therevidae_2,,Therevidae,,,Evansomyia,,2
Evansomyia_sp_Therevidae,,Therevidae,,,Evansomyia,,
Ectinorhynchus_phyciformis_Therevidae,,Therevidae,,,Ectinorhynchus,phyciformis,
Evansomyia_nowsteadtas_Therevidae,,Therevidae,,,Evansomyia,nowsteadtas,
Ectinorynchus_sp_Therevidae,,Therevidae,,,Ectinorynchus,,
Ectinorhynchus_victoria_Therevidae,,Therevidae,,,Ectinorhynchus,victoria,
Ectinorhynchus_pollinosus_Therevidae,,Therevidae,,,Ectinorhynchus,pollinosus,
Ectinorhynchus_commoni_Therevidae,,Therevidae,,,Ectinorhynchus,commoni,
Tianarinha_cracentis_Therevidae,,Therevidae,,,Tianarinha,cracentis,
Agapophytus_antheliogynaion_Therevidae,,Therevidae,,,Agapophytus,antheliogynaion,
Agapophytus_queenslandi_Therevidae,,Therevidae,,,Agapophytus,queenslandi,
Agapophytus_paramonovi_Therevidae,,Therevidae,,,Agapophytus,paramonovi,
Therevidae_gen_sp_3_Therevidae,,Therevidae,,,,,3
Agapophytus_bicolor_Therevidae,,Therevidae,,,Agapophytus,bicolor,
Agapophytus_aterrimus_Therevidae,,Therevidae,,,Agapophytus,aterrimus,
Agapophytus_aga_Therevidae,,Therevidae,,,Agapophytus,aga,
Therevidae_gen_sp_2_Therevidae,,Therevidae,,,,,2
Pipinnipons_fascipennis_Therevidae,,Therevidae,,,Pipinnipons,fascipennis,
Pipinnipons_kroeberi_Therevidae,,Therevidae,,,Pipinnipons,kroeberi,
Acupalpa_semirufa_Therevidae,,Therevidae,,,Acupalpa,semirufa,
Acupalpa_divisa_Therevidae,,Therevidae,,,Acupalpa,divisa,
Laxotela_whitei_Therevidae,,Therevidae,,,Laxotela,whitei,
Laxotela_plata_Therevidae,,Therevidae,,,Laxotela,plata,
Belonalys_obscura_Therevidae,,Therevidae,,,Belonalys,obscura,
Laxotela_hauseri_Therevidae,,Therevidae,,,Laxotela,hauseri,
Patanothrix_skevingtoni_Therevidae,,Therevidae,,,Patanothrix,skevingtoni,
Patanothrix_wilsoni_Therevidae,,Therevidae,,,Patanothrix,wilsoni,
Bonjeania_clamosis_Therevidae,,Therevidae,,,Bonjeania,clamosis,
Parapsilocephala_sp_2_Therevidae,,Therevidae,,,Parapsilocephala,,2
Parapsilocephala_sp_BMW_1999a_Therevidae,,Therevidae,,,Parapsilocephala,,BMW_1999a
Bonjeania_actuosa_Therevidae,,Therevidae,,,Bonjeania,actuosa,
Acraspisa_obscuripes_Therevidae,,Therevidae,,,Acraspisa,obscuripes,
ME1314Fij_Therevidae_Therevidae,,Therevidae,,,,,ME1314Fij
Nanexila_gracilis_Therevidae,,Therevidae,,,Nanexila,gracilis,
Acraspisa_sp_2_Therevidae,,Therevidae,,,Acraspisa,,2
Acraspisa_sp_NCSU0300001_Therevidae,,Therevidae,,,Acraspisa,,NCSU0300001
Manestella_nanargenta_Therevidae,,Therevidae,,,Manestella,nanargenta,
Medomega_sp_Therevidae,,Therevidae,,,Medomega,,
Zelothrix_venusta_Therevidae,,Therevidae,,,Zelothrix,venusta,
Sidarena_cooma_Therevidae,,Therevidae,,,Sidarena,cooma,
Megalinga_bolbocera_Therevidae,,Therevidae,,,Megalinga,bolbocera,
Penniverpa_sp_Therevidae,,Therevidae,,,Penniverpa,,
Litolinga_tergisa_Therevidae,,Therevidae,,,Litolinga,tergisa,
Notiothereva_sp_Therevidae,,Therevidae,,,Notiothereva,,
Notiothereva_albiventris_Therevidae,,Therevidae,,,Notiothereva,albiventris,
Iberotelus_inexpectatus_Therevidae,,Therevidae,,,Iberotelus,inexpectatus,
Ammothereva_sp_Therevidae,,Therevidae,,,Ammothereva,,
Ozodiceromyia_sp_1_SLW_Therevidae,,Therevidae,,,Ozodiceromyia,,1_SLW
Cyclotelus_pictipennis_Therevidae,,Therevidae,,,Cyclotelus,pictipennis,
Procyclotelus_elegans_Therevidae,,Therevidae,,,Procyclotelus,elegans,
Leptothereva_sp_Therevidae,,Therevidae,,,Leptothereva,,
Elcaribe_abdominalis_Therevidae,,Therevidae,,,Elcaribe,abdominalis,
Brachylinga_baccata_Therevidae,,Therevidae,,,Brachylinga,baccata,
Brachylinga_sp_Therevidae_MEI090244,,Therevidae,,,Brachylinga,,MEI090244
Brachylinga_sp_Therevidae,,Therevidae,,,Brachylinga,,
Chromolepida_pruinosa_Therevidae,,Therevidae,,,Chromolepida,pruinosa,
Hoplosathe_formosa_Therevidae,,Therevidae,,,Hoplosathe,formosa,
Hoplosathe_frauenfeldi_Therevidae,,Therevidae,,,Hoplosathe,frauenfeldi,
Hermannula_lanata_Therevidae,,Therevidae,,,Hermannula,lanata,
Acantothereva_sp_Therevidae,,Therevidae,,,Acantothereva,,
Irwiniella_oldroydi_Therevidae,,Therevidae,,,Irwiniella,oldroydi,
Irwiniella_velutina_Therevidae,,Therevidae,,,Irwiniella,velutina,
Irwiniella_natalensis_Therevidae,,Therevidae,,,Irwiniella,natalensis,
Acrosathe_notata_Therevidae,,Therevidae,,,Acrosathe,notata,
Acrosathe_novella_Therevidae,,Therevidae,,,Acrosathe,novella,
Irwiniella_frontata_Therevidae,,Therevidae,,,Irwiniella,frontata,
Dichoglena_nigrina_Therevidae,,Therevidae,,,Dichoglena,nigrina,
Pandivirilia_sp_Therevidae,,Therevidae,,,Pandivirilia,,
Tabudamima_melanophleba_Therevidae,,Therevidae,,,Tabudamima,melanophleba,
Dialineura_lyneborgi_Therevidae,,Therevidae,,,Dialineura,lyneborgi,
spiriverpa_sp_Therevidae,,Therevidae,,,spiriverpa,,
Tabuda_planiceps_Therevidae,,Therevidae,,,Tabuda,planiceps,
Tabuda_varia_Therevidae,,Therevidae,,,Tabuda,varia,
Thereva_turneri_Therevidae_yzerfontein,,Therevidae,,,Thereva,turneri,yzerfontein
Thereva_turneri_Therevidae_knyssa,,Therevidae,,,Thereva,turneri,knyssa
Thereva_turneri_Therevidae,,Therevidae,,,Thereva,turneri,
Caenophthalmus_capensis_Therevidae,,Therevidae,,,Caenophthalmus,capensis,
Euphycus_dispar_Therevidae,,Therevidae,,,Euphycus,dispar,
Cionophora_kollari_Therevidae,,Therevidae,,,Cionophora,kollari,
Baryphora_speciosa_Therevidae,,Therevidae,,,Baryphora,speciosa,
Stenopomyia_sp_Therevidae,,Therevidae,,,Stenopomyia,,
Thereva_nobilitata_Therevidae,,Therevidae,,,Thereva,nobilitata,
Thereva_plebeja_Therevidae,,Therevidae,,,Thereva,plebeja,
Thereva_strigata_Therevidae,,Therevidae,,,Thereva,strigata,
Thereva_aurofasciata_Therevidae,,Therevidae,,,Thereva,aurofasciata,
Thereva_flavicincta_Therevidae,,Therevidae,,,Thereva,flavicincta,
Thereva_natalensis_Therevidae,,Therevidae,,,Thereva,natalensis,
Thereva_bicolor_Therevidae,,Therevidae,,,Thereva,bicolor,
Thereva_niveipennis_Therevidae,,Therevidae,,,Thereva,niveipennis,
Thereva_elizabethae_Therevidae,,Therevidae,,,Thereva,elizabethae,
Thereva_flavipilosa_Therevidae,,Therevidae,,,Thereva,flavipilosa,
Thereva_major_Therevidae,,Therevidae,,,Thereva,major,
Thereva_microcephala_Therevidae,,Therevidae,,,Thereva,microcephala,
Ammonaios_confusus_Therevidae,,Therevidae,,,Ammonaios,confusus,
Arenigena_marcida_Therevidae,,Therevidae,,,Arenigena,marcida,
Agapophytus_pallidicornis_Therevidae,,Therevidae,,,Agapophytus,pallidicornis,
Anabarhynchus_sp_NCSU0300006_Therevidae,,Therevidae,,,Anabarhynchus,,NCSU0300006
Peralia_vittata_Therevidae,,Therevidae,,,Peralia,vittata,
Anabarhynchus_maritimus_Therevidae,,Therevidae,,,Anabarhynchus,maritimus,
Anabarhynchus_helvenacus_Therevidae,,Therevidae,,,Anabarhynchus,helvenacus,
Anabarhynchus_hyalipennis_vari_Therevidaecinctu,,Therevidae,,,Anabarhynchus,hyalipennis,vari_Therevidaecinctu
Anabarhynchus_montanus_Therevidae,,Therevidae,,,Anabarhynchus,montanus,
Anabarhynchus_tristis_Therevidae,,Therevidae,,,Anabarhynchus,tristis,
Anabarhynchus_occidentalis_Therevidae,,Therevidae,,,Anabarhynchus,occidentalis,
Ectinorhynchus_levis_Therevidae,,Therevidae,,,Ectinorhynchus,levis,
Efflatouniella_sp_Therevidae,,Therevidae,,,Efflatouniella,,
Stenogephyra_sp_2_Therevidae,,Therevidae,,,Stenogephyra,,2
Stenogephyra_torrida_Therevidae,,Therevidae,,,Stenogephyra,torrida,
Parapherocera_wilcoxi_Therevidae,,Therevidae,,,Parapherocera,wilcoxi,
Pherocera_albihalteralis_Therevidae,,Therevidae,,,Pherocera,albihalteralis,
Pherocera_johnsoni_Therevidae,,Therevidae,,,Pherocera,johnsoni,
Schlingeria_ammobata_Therevidae,,Therevidae,,,Schlingeria,ammobata,
Pherocera_paractia_Therevidae,,Therevidae,,,Pherocera,paractia,
Pherocera_niger_Therevidae,,Therevidae,,,Pherocera,niger,
Pherocera_sp_Therevidae_NCSU0300012,,Therevidae,,,Pherocera,,NCSU0300012
Pherocera_sp_Therevidae,,Therevidae,,,Pherocera,,
Salentia_smkz_Therevidae,,Therevidae,,,Salentia,,smkz
Phycus_sp_Therevidae_MEI050693,,Therevidae,,,Phycus,,MEI050693
Phycus_sp_Therevidae,,Therevidae,,,Phycus,,
Neotabuda_sp_Therevidae_MEI089473,,Therevidae,,,Neotabuda,,MEI089473
Ruppellia_ruca_Therevidae,,Therevidae,,,Ruppellia,ruca,
Ruppellia_nigriscens_Therevidae,,Therevidae,,,Ruppellia,nigriscens,
Ruppellia_thoracica_Therevidae,,Therevidae,,,Ruppellia,thoracica,
Ruppellia_multisetosis_Therevidae,,Therevidae,,,Ruppellia,multisetosis,
Ruppellia_basalis_Therevidae,,Therevidae,,,Ruppellia,basalis,
Ruppellia_rucu_Therevidae,,Therevidae,,,Ruppellia,rucu,
Orthactia_penicillata_Therevidae,,Therevidae,,,Orthactia,penicillata,
Actorthia_micans_Therevidae,,Therevidae,,,Actorthia,micans,
Ataenogera_abdominalis_Therevidae,,Therevidae,,,Ataenogera,abdominalis,
Ataenogera_sp_Therevidae,,Therevidae,,,Ataenogera,,
Neotabuda_incrassata_Therevidae,,Therevidae,,,Neotabuda,incrassata,
Neotabuda_sp_Therevidae,,Therevidae,,,Neotabuda,,
Neotabuda_sp_Therevidae_nov,,Therevidae,,,Neotabuda,,nov
Phycus_frommeri_Therevidae,,Therevidae,,,Phycus,frommeri,
Phycus_lacteipennis_Therevidae,,Therevidae,,,Phycus,lacteipennis,
Phycus_niger_Therevidae,,Therevidae,,,Phycus,niger,
Caenotus_sp_Scenopinidae,,Scenopinidae,,,Caenotus,,
Pseudatrichia_bupennis_Scenopinidae,,Scenopinidae,,,Pseudatrichia,bupennis,
Pseudatrichia_longiventris_Scenopinidae,,Scenopinidae,,,Pseudatrichia,longiventris,
Stenomphrale_teutenkhameni_Scenopinidae,,Scenopinidae,,,Stenomphrale,teutenkhameni,
Belosta_sp_Scenopinidae,,Scenopinidae,,,Belosta,,
Neopseudatrichia_inglewoodi_Scenopinidae,,Scenopinidae,,,Neopseudatrichia,inglewoodi,
Neopseudatrichia_canei_Scenopinidae,,Scenopinidae,,,Neopseudatrichia,canei,
Brevitrichia_sp_Therevidae,,Therevidae,,,Brevitrichia,,
Heteromphrale_blanca_Scenopinidae,,Scenopinidae,,,Heteromphrale,blanca,
Heteromphrale_cyanops_Scenopinidae,,Scenopinidae,,,Heteromphrale,cyanops,
Brevitrichia_arena_Scenopinidae,,Scenopinidae,,,Brevitrichia,arena,
Brevitrichia_arnaudi_Therevidae,,Therevidae,,,Brevitrichia,arnaudi,
Brevitrichia_forficicruxa_Scenopinidae,,Scenopinidae,,,Brevitrichia,forficicruxa,
Irwiniana_graciliparamera_Scenopinidae,,Scenopinidae,,,Irwiniana,graciliparamera,
Riekiella_nicholsi_Scenopinidae,,Scenopinidae,,,Riekiella,nicholsi,
Riekiella_bolgarti_Scenopinidae,,Scenopinidae,,,Riekiella,bolgarti,
Paramonova_sp_A_SLW_2015_Scenopinidae,,Scenopinidae,,,Paramonova,,A_SLW_2015
Riekiella_sp_SLW_2015_Scenopinidae,,Scenopinidae,,,Riekiella,,SLW_2015
Paramonova_sp_B_SLW_2015_Scenopinidae,,Scenopinidae,,,Paramonova,,B_SLW_2015
Paramonova_sp_C_SLW_2015_Scenopinidae,,Scenopinidae,,,Paramonova,,C_SLW_2015
Propebrevitrichia_canuta_Scenopinidae,,Scenopinidae,,,Propebrevitrichia,canuta,
Propebrevitrichia_pakhuisensis_Scenopinidae,,Scenopinidae,,,Propebrevitrichia,pakhuisensis,
Propebrevitrichia_stuckenbergi_Scenopinidae,,Scenopinidae,,,Propebrevitrichia,stuckenbergi,
Propebrevitrichia_patersonensi_Scenopinidaes,,Scenopinidae,,,Propebrevitrichia,patersonensi,
Propebrevitrichia_falcata_Scenopinidae,,Scenopinidae,,,Propebrevitrichia,falcata,
Metatrichia_waterhousei_Scenopinidae,,Scenopinidae,,,Metatrichia,waterhousei,
Metatrichia_bulbosa_Scenopinidae,,Scenopinidae,,,Metatrichia,bulbosa,
Metatrichia_robusta_Scenopinidae,,Scenopinidae,,,Metatrichia,robusta,
Iranotrichia_sp_2_Scenopinidae,,Scenopinidae,,,Iranotrichia,,2
Iranotrichia_sp_1_Scenopinidae,,Scenopinidae,,,Iranotrichia,,1
Seguyia_sinaiensis_Scenopinidae,,Scenopinidae,,,Seguyia,sinaiensis,
Seguyia_chinchona_Scenopinidae,,Scenopinidae,,,Seguyia,chinchona,
Prepseudatrichia_sp_Scenopinidae,,Scenopinidae,,,Prepseudatrichia,,
Scenopinus_squamosus_Scenopinidae,,Scenopinidae,,,Scenopinus,squamosus,
Scenopinus_sp_A_SLW_2015_Scenopinidae,,Scenopinidae,,,Scenopinus,,A_SLW_2015
Scenopinus_fenestralis_Scenopinidae,,Scenopinidae,,,Scenopinus,fenestralis,
Scenopinus_dilkera_Scenopinidae,,Scenopinidae,,,Scenopinus,dilkera,
Scenopinus_schulzi_Scenopinidae,,Scenopinidae,,,Scenopinus,schulzi,
Scenopinus_electus_Scenopinidae,,Scenopinidae,,,Scenopinus,electus,
Scenopinus_sp_C_SLW_2015_Scenopinidae,,Scenopinidae,,,Scenopinus,,C_SLW_2015
Scenopinus_sp_B_SLW_2015_Scenopinidae,,Scenopinidae,,,Scenopinus,,B_SLW_2015
Cyrtosathe_sp_Scenopinidae,,Scenopinidae,,,Cyrtosathe,,
Jackhallia_sp_Scenopinidae,,Scenopinidae,,,Jackhallia,,
Acaenotus_sp_Scenopinidae,,Scenopinidae,,,Acaenotus,,
Prorates_sp_Scenopinidae_SLW_2015,,Scenopinidae,,,Prorates,,SLW_2015
Prorates_boydi_Scenopinidae,,Scenopinidae,,,Prorates,boydi,
Prorates_frommeri_Scenopinidae,,Scenopinidae,,,Prorates,frommeri,
Prorates_sp_Scenopinidae,,Scenopinidae,,,Prorates,,
Alloxytropus_elias_Scenopinidae,,Scenopinidae,,,Alloxytropus,elias,
Alloxytropus_anomalus_Scenopinidae,,Scenopinidae,,,Alloxytropus,anomalus,
Beameromyia_bifida_Asilidae,,Asilidae,,,Beameromyia,bifida,
Euscelidia_pulchra_Asilidae,,Asilidae,,,Euscelidia,pulchra,
Lasiocnemus_lugens_Asilidae,,Asilidae,,,Lasiocnemus,lugens,
Tipulogaster_glabrata_Asilidae,,Asilidae,,,Tipulogaster,glabrata,
Leptogaster_arida_Asilidae,,Asilidae,,,Leptogaster,arida,
Leptogaster_sp_SLW2_Asilidae,,Asilidae,,,Leptogaster,,SLW2
Leptogaster_cylindrica_Asilidae,,Asilidae,,,Leptogaster,cylindrica,
Neoitamus_cyanurus_Asilidae,,Asilidae,,,Neoitamus,cyanurus,
Clephydroneura_sp_Kepong_Asilidae,,Asilidae,,,Clephydroneura,,Kepong
Dysmachus_trigonus_Asilidae,,Asilidae,,,Dysmachus,trigonus,
Machimus_sp_Asilidae,,Asilidae,,,Machimus,,
Tolmerus_atricapillus_Asilidae,,Asilidae,,,Tolmerus,atricapillus,
Asilus_crabroniformis_Asilidae,,Asilidae,,,Asilus,crabroniformis,
Asilus_sericeus_Asilidae,,Asilidae,,,Asilus,sericeus,
Machimus_occidentalis_Asilidae,,Asilidae,,,Machimus,occidentalis,
Philonicus_albiceps_Asilidae,,Asilidae,,,Philonicus,albiceps,
Philodicus_tenuipes_Asilidae,,Asilidae,,,Philodicus,tenuipes,
Promachus_amastrus_Asilidae,,Asilidae,,,Promachus,amastrus,
Neolophonotus_bimaculatus_Asilidae,,Asilidae,,,Neolophonotus,bimaculatus,
Dasophrys_crenulatus_Asilidae,,Asilidae,,,Dasophrys,crenulatus,
Pogonioefferia_pogonias_Asilidae,,Asilidae,,,Pogonioefferia,pogonias,
Proctacanthus_philadelphicus_Asilidae,,Asilidae,,,Proctacanthus,philadelphicus,
Afroestricus_chiastoneurus_Asilidae,,Asilidae,,,Afroestricus,chiastoneurus,
Ommatius_tibialis_Asilidae,,Asilidae,,,Ommatius,tibialis,
Emphysomera_conopsoides_Asilidae,,Asilidae,,,Emphysomera,conopsoides,
Emphysomera_pallidapex_Asilidae,,Asilidae,,,Emphysomera,pallidapex,
CerdistusLRC_Asilidae,,Asilidae,,,CerdistusLRC,,
Tillobroma_punctipennis_Asilidae,,Asilidae,,,Tillobroma,punctipennis,
Microstylum_sp_Karkloof_Asilidae,,Asilidae,,,Microstylum,,Karkloof
Connomyia_varipennis_Asilidae,,Asilidae,,,Connomyia,varipennis,
Scylaticus_costalis_Asilidae,,Asilidae,,,Scylaticus,costalis,
Prolepsis_tristis_Asilidae,,Asilidae,,,Prolepsis,tristis,
Lycostommyia_albifacies_Asilidae,,Asilidae,,,Lycostommyia,albifacies,
Gonioscelis_ventralis_Asilidae,,Asilidae,,,Gonioscelis,ventralis,
Stenopogon_rufibarbis_Asilidae,,Asilidae,,,Stenopogon,rufibarbis,
Ospriocerus_aeacus_Asilidae,,Asilidae,,,Ospriocerus,aeacus,
Trichoura_pardeos_Asilidae,,Asilidae,,,Trichoura,pardeos,
Willistonina_bilineata_Asilidae,,Asilidae,,,Willistonina,bilineata,
Nicocles_politus_Asilidae,,Asilidae,,,Nicocles,politus,
Leptarthrus_brevirostris_Asilidae,,Asilidae,,,Leptarthrus,brevirostris,
Ceraturgus_fasciatus_Asilidae,,Asilidae,,,Ceraturgus,fasciatus,
Cyrtopogon_rattus_Asilidae,,Asilidae,,,Cyrtopogon,rattus,
Rhipidocephala_sp_Asilidae,,Asilidae,,,Rhipidocephala,,
Holcocephala_abdominalis_Asilidae,,Asilidae,,,Holcocephala,abdominalis,
Holcocephala_calva_Asilidae,,Asilidae,,,Holcocephala,calva,
Molobratia_teutonus_Asilidae,,Asilidae,,,Molobratia,teutonus,
Pegesimallus_laticornis_Asilidae,,Asilidae,,,Pegesimallus,laticornis,
Diogmites_sp_Asilidae,,Asilidae,,,Diogmites,,
Diogmites_grossus_Asilidae,,Asilidae,,,Diogmites,grossus,
Lestomyia_fraudiger_Asilidae,,Asilidae,,,Lestomyia,fraudiger,
Plesiomma_sp_Guanacaste_Asilidae,,Asilidae,,,Plesiomma,,Guanacaste
Saropogon_luteus_Asilidae,,Asilidae,,,Saropogon,luteus,
Dasypogon_diadema_Asilidae,,Asilidae,,,Dasypogon,diadema,
Rhabdogaster_pedion_Asilidae,,Asilidae,,,Rhabdogaster,pedion,
Damalis_annulata_Asilidae,,Asilidae,,,Damalis,annulata,
Damalis_monochaetes_Asilidae,,Asilidae,,,Damalis,monochaetes,
sporadothrix_gracilis_Asilidae,,Asilidae,,,sporadothrix,gracilis,
Dioctria_hyalipennis_Asilidae,,Asilidae,,,Dioctria,hyalipennis,
Dioctria_rufipes_Asilidae,,Asilidae,,,Dioctria,rufipes,
Dioctria_atricapilla_Asilidae,,Asilidae,,,Dioctria,atricapilla,
Eudioctria_albius_Asilidae,,Asilidae,,,Eudioctria,albius,
Trichardis_effrena_Asilidae,,Asilidae,,,Trichardis,effrena,
Perasis_transvaalensis_Asilidae,,Asilidae,,,Perasis,transvaalensis,
Laphystia_tolandi_Asilidae,,Asilidae,,,Laphystia,tolandi,
Nusa_infumata_Asilidae,,Asilidae,,,Nusa,infumata,
Pilica_formidolosa_Asilidae,,Asilidae,,,Pilica,formidolosa,
Lamyra_gulo_Asilidae,,Asilidae,,,Lamyra,gulo,
Stiphrolamyra_angularis_Asilidae,,Asilidae,,,Stiphrolamyra,angularis,
Laphria_grossa_Asilidae,,Asilidae,,,Laphria,grossa,
Laphria_aktis_Asilidae,,Asilidae,,,Laphria,aktis,
Choerades_bella_Asilidae,,Asilidae,,,Choerades,bella,
Atomosia_puella_Asilidae,,Asilidae,,,Atomosia,puella,
Cerotainia_albipilosa_Asilidae,,Asilidae,,,Cerotainia,albipilosa,
Hoplistomerus_nobilis_Asilidae,,Asilidae,,,Hoplistomerus,nobilis,
Laxenecera_albicincta_Asilidae,,Asilidae,,,Laxenecera,albicincta,
Lasiopogon_aldrichii_Asilidae,,Asilidae,,,Lasiopogon,aldrichii,
Lasiopogon_cinctus_Asilidae,,Asilidae,,,Lasiopogon,cinctus,
Stichopogon_trifasciatus_Asilidae,,Asilidae,,,Stichopogon,trifasciatus,
Ablautus_coquilletti_Asilidae,,Asilidae,,,Ablautus,coquilletti,
Stichopogon_elegantulus_Asilidae,,Asilidae,,,Stichopogon,elegantulus,
Stichopogon_punctum_Asilidae,,Asilidae,,,Stichopogon,punctum,
Apiocera_haruspex_Apioceridae,,Apioceridae,,,Apiocera,haruspex,
Apiocera_sp_SLW2_Apioceridae,,Apioceridae,,,Apiocera,,SLW2
Mitrodetus_dentitarsis_Mydidae,,Mydidae,,,Mitrodetus,dentitarsis,
Opomydas_townsendi_Mydidae,,Mydidae,,,Opomydas,townsendi,
Nemomydas_brachyrhynchus_Mydidae,,Mydidae,,,Nemomydas,brachyrhynchus,
Afroleptomydas_sp_Clanwilliam_Mydidae,,Mydidae,,,Afroleptomydas,,Clanwilliam
Mydas_clavatus_SLW_2_Mydidae,,Mydidae,,,Mydas,clavatus,SLW_2
Tongamya_miranda_Mydidae,,Mydidae,,,Tongamya,miranda,
Atelestus_sp_Atelestidae,,Atelestidae,,,Atelestus,,
Meghyperus_sp_Atelestidae,,Atelestidae,,,Meghyperus,,
Acarteroptera_recta_Atelestidae,,Atelestidae,,,Acarteroptera,recta,
Meghyperus_sudeticus_Atelestidae,,Atelestidae,,,Meghyperus,sudeticus,
Empis_bicuspidata_Empididae,,Empididae,,,Empis,bicuspidata,
Empis_barbatoides_Empididae,,Empididae,,,Empis,barbatoides,
Empis_sp_Empididae_SNK_2009,,Empididae,,,Empis,,SNK_2009
Empis_producta_Empididae,,Empididae,,,Empis,producta,
Brachystoma_robertsonii_Empididae,,Empididae,,,Brachystoma,robertsonii,
Iteaphila_sp_NCSU_04061423_Empididae,,Empididae,,,Iteaphila,,NCSU_04061423
Anthepiscopus_sp_JKM_2006_Empididae,,Empididae,,,Anthepiscopus,,JKM_2006
Brachystoma_sp_JKM_2006_Empididae,,Empididae,,,Brachystoma,,JKM_2006
Hormopeza_sp_JKM_2006_Hybotidae,,Hybotidae,,,Hormopeza,,JKM_2006
Metachela_collusor_Empididae,,Empididae,,,Metachela,collusor,
Chelipoda_sp_JKM_2006_Empididae,,Empididae,,,Chelipoda,,JKM_2006
Trichoclinocera_sp_NCSU_99060_Empididae927,,Empididae,,,Trichoclinocera,,NCSU_99060_Empididae927
Roederoides_sp_NCSU_99071975_Empididae,,Empididae,,,Roederoides,,NCSU_99071975
Wiedemannia_sp_NCSU_04061434_Empididae,,Empididae,,,Wiedemannia,,NCSU_04061434
Wiedemannia_sp_NCSU_99072188_Empididae,,Empididae,,,Wiedemannia,,NCSU_99072188
Clinocera_sp_NCSU_04061415_Empididae,,Empididae,,,Clinocera,,NCSU_04061415
Clinocera_sp_NCSU_95051149_Empididae,,Empididae,,,Clinocera,,NCSU_95051149
Clinocera_caerulea_Empididae,,Empididae,,,Clinocera,caerulea,
Deuteragonista_sp_NCSU_980214_Empididae26,,Empididae,,,Deuteragonista,,NCSU_980214_Empididae26
Hilara_sp_NCSU_99060352_Empididae,,Empididae,,,Hilara,,NCSU_99060352
Hilara_lugubris_Empididae,,Empididae,,,Hilara,lugubris,
Hilara_sp_NCSU_99060349_Empididae,,Empididae,,,Hilara,,NCSU_99060349
Chelipoda_sp_NCSU_95051120_Empididae,,Empididae,,,Chelipoda,,NCSU_95051120
Deuteragonista_sp_JKM_2006_Empididae,,Empididae,,,Deuteragonista,,JKM_2006
Gloma_fuscipennis_Empididae,,Empididae,,,Gloma,fuscipennis,
Ceratomerus_sp_Empididae,,Empididae,,,Ceratomerus,,
Neoplasta_sp_NCSU_99071977_Empididae,,Empididae,,,Neoplasta,,NCSU_99071977
Hesperempis_sp_NCSU_99071979_Empididae,,Empididae,,,Hesperempis,,NCSU_99071979
Empidadelpha_sobrina_Empididae,,Empididae,,,Empidadelpha,sobrina,
Hilarigona_sp_JKM_2006_Empididae,,Empididae,,,Hilarigona,,JKM_2006
Hyperperacera_sp_JKM_2006_Empididae,,Empididae,,,Hyperperacera,,JKM_2006
Rhamphomyia_sp_NCSU_97010377_Empididae,,Empididae,,,Rhamphomyia,,NCSU_97010377
Empis_sp_Empididae_NCSU_00071973,,Empididae,,,Empis,,NCSU_00071973
Empis_sp_Empididae,,Empididae,,,Empis,,
Empis_sp_Empididae_NCSU_99060925,,Empididae,,,Empis,,NCSU_99060925
Proagomyia_sp_NCSU_95051115_Empididae,,Empididae,,,Proagomyia,,NCSU_95051115
Rhamphomyia_sp_NCSU_97010438_Empididae,,Empididae,,,Rhamphomyia,,NCSU_97010438
Apalocnemis_sp_NCSU_95051121_Empididae,,Empididae,,,Apalocnemis,,NCSU_95051121
Hesperempis_sp_JKM_2006_Empididae,,Empididae,,,Hesperempis,,JKM_2006
